Ref,Status,Location,Description,Created,Target,Type,To Organisation,To Package,Status Changed,Association,OverDue,Images,Comments,Documents
T80506.206,Opened,Annex Level 1 AE101>154 - Dressing - Women,Check ceiling tiles - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.205,Opened,Annex Level 1 AE101>154 - Dressing - Women,Locker touchups - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.204,Opened,Annex Level 1 AE101>154 - Dressing - Women,"End panel color doesn’t match lockers ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.203,Opened,Annex Level 1 AE101>154 - Dressing - Women,"End panel color doesn’t match lockers ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.202,Opened,Annex Level 1 AE101>154 - Dressing - Women,Carpet not installed on top of lockers - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.200,Opened,Annex Level 1 AE101>154 - Dressing - Women,"End panel color doesn’t match lockers ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.199,Opened,Annex Level 1 AE101>135 - Workers Dressing - Men,Paint touchup - typ this room,2023-01-11,2023-01-18,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-01-11,,False,True,False,False
T80506.198,Opened,Annex Level 1 AE101>135 - Workers Dressing - Men,Check ceiling tiles - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.197,Opened,Annex Level 1 AE101>135 - Workers Dressing - Men,Carpet not installed on top of lockers - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.196,Opened,Annex Level 1 AE101>135 - Workers Dressing - Men,"Carpet base not installed around locker, tile missing ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.194,Opened,Annex Level 1 AE101>135 - Workers Dressing - Men,Locker touchups - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.193,Opened,Annex Level 1 AE101>141 - Dressing Men,Check ceiling tiles - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.192,Opened,Annex Level 1 AE101>141 - Dressing Men,"Locker end piece not installed ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.191,Opened,Annex Level 1 AE101>141 - Dressing Men,"Locker door rubs on hinge ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.189,Opened,Annex Level 1 AE101>141 - Dressing Men,"Locker door rubs on hinge ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.187,Opened,Annex Level 1 AE101>141 - Dressing Men,"Locker touchups ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.185,Opened,Annex Level 1 AE101>141 - Dressing Men,Paint touchup - typ this room,2023-01-11,2023-01-18,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-01-11,,False,True,False,False
T80506.184,Opened,Annex Level 1 AE101>141 - Dressing Men,Carpet not installed on top of lockers - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-11,,False,True,False,False
T80506.183,Verified Complete (w/Photo),Annex Level 1 AE101>141 - Dressing Men,Cleanout Escutcheon Needed  DONE 1-12-23 see attached,2023-01-11,2023-01-18,Quality Control,US Mechanical,Plumbing,2023-01-13,,False,True,False,False
T80506.182,Opened,Historical Level 2 AE102>225 - NE Stair Tower,"Open electrical box ",2022-12-29,2023-01-05,Quality Control,Wilkinson Electric Inc,,2022-12-29,,True,True,False,False
T78240.86,Opened,Historical Level 4 AE104>414 - NE Stair Tower,Paint touch up/caulk,2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-29,,True,True,False,False
T80506.181,Opened,Historical Level 2 AE102>211 - Instruction Room B,"Recurring crack in window casing ",2022-12-29,2023-01-05,Quality Control,R. Phillips Plastering LLC,,2022-12-29,,True,True,False,False
T80506.180,Opened,Historical Level 5 AE105>Level 5 NE Stair Tower,"FS escutcheon needs to be adjusted ",2022-12-29,2023-01-05,Quality Control,Broken Arrow Construction Corporation,,2022-12-29,,True,True,False,False
T78240.85,Opened,Historical Level 5 AE105>Level 5 NE Stair Tower,Upgrade accommodation for existing tenants/this temple resident doesn’t have a badge,2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",,2022-12-29,,True,True,False,False
T80506.179,Opened,Historical Level 5 AE105>Level 5 NE Stair Tower,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.178,Opened,Historical Level 5 AE105,"Gap between bottom casing and floor, direction needed on how to address ",2022-12-29,2023-01-05,Quality Control,Desert Edge Architecture,,2022-12-29,,True,True,False,False
T78240.84,Opened,Historical Level 5 AE105,Bubbled paint,2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-29,,True,True,False,False
T78240.83,Opened,Historical Level 5 AE105>Level 5 NE Stair Tower,Finish stair shoe,2022-12-29,2023-01-05,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-29,,True,True,True,False
T80506.177,Opened,Historical Level 5 AE105>Level 5 NE Stair Tower,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.176,Opened,Historical Level 5 AE105>Level 5 NE Stair Tower,"Receptacle missing cover plate ",2022-12-29,2023-01-05,Quality Control,Wilkinson Electric Inc,,2022-12-29,,True,True,False,False
T80506.175,Opened,Historical Level 5 AE105>515 - Elec.,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.174,Opened,Historical Level 5 AE105>509 - Instruction 5,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.173,Opened,Historical Level 5 AE105>510 - Instruction 6,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.172,Opened,Historical Level 5 AE105>511 - Instruction 7,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.171,Opened,Historical Level 5 AE105>512 - Instruction 8,"Adjust can light trim ",2022-12-29,2023-01-05,Quality Control,Wilkinson Electric Inc,,2022-12-29,,True,True,False,False
T80506.170,Opened,Historical Level 5 AE105>512 - Instruction 8,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T78240.82,Verified Complete (w/Photo),Historical Level 5 AE105>516 - Hallway,Clean carpet glue off wall,2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",Westland -- Historic,2023-01-13,,False,True,False,False
T80506.169,Opened,Historical Level 5 AE105>513 - Instruction 9,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.168,Opened,Historical Level 5 AE105>513 - Instruction 9,"Receptacle needs to be cleaned or replaced ",2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",,2022-12-29,,True,True,False,False
T78240.81,Opened,Historical Level 5 AE105>514 - Instruction 10,Gold leaf dark spots,2022-12-29,2023-01-05,Quality Control,"Finessed Finishes, Inc.",Gold Leafing -- Finessed Finishes,2022-12-29,,True,True,False,False
T80506.167,Opened,Historical Level 5 AE105>514 - Instruction 10,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.166,Opened,Historical Level 5 AE105>516 - Hallway,Change sticker on FEC’s,2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",,2022-12-29,,True,True,False,False
T78240.80,Verified Complete (w/Photo),Historical Level 5 AE105>517 - Waiting,"Caulk qc ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-01-13,,False,True,False,False
T80506.165,Verified Complete (w/Photo),Historical Level 5 AE105,"Install attic access door ",2022-12-29,2023-01-05,Quality Control,Fetzers' Inc.,,2023-01-13,,False,True,False,False
T80506.163,Opened,Historical Level 5 AE105>517 - Waiting,"Touch up paint around hinges ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",,2022-12-29,,True,True,False,False
T78240.79,Opened,Historical Level 5 AE105>527 - Instruction 17,Extended strike plate,2022-12-29,2023-01-05,Quality Control,Fetzers' Inc.,,2022-12-29,,True,True,False,False
T78240.78,Verified Complete (w/Photo),Historical Level 5 AE105>527 - Instruction 17,Install deco hardware,2022-12-29,2023-01-05,Quality Control,Fetzers' Inc.,,2023-01-13,,False,True,False,False
T80506.162,Opened,Historical Level 5 AE105>527 - Instruction 17,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.161,Opened,Historical Level 5 AE105>526 - Instruction 16,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.160,Opened,Historical Level 5 AE105>525 - Instruction 15,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T78240.77,Verified Complete (w/Photo),Historical Level 5 AE105>520 - Hallway,Clean carpet glue off baseboards￼,2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",Westland -- Historic,2023-01-13,,False,True,False,False
T80506.159,Opened,Historical Level 5 AE105>524 - Instruction 14,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.158,Opened,Historical Level 5 AE105>520 - Hallway,"Touch up around attic access door ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",,2022-12-29,,True,True,False,False
T80506.157,Opened,Historical Level 5 AE105>520 - Hallway,"Touch up around attic access door ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",,2022-12-29,,True,True,False,False
T80506.156,Opened,Historical Level 5 AE105>523 - Instruction 13,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.155,Opened,Historical Level 5 AE105>522 - Instruction 12,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.153,Opened,Historical Level 5 AE105>520 - Hallway,"Touch up around attic access door ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",,2022-12-29,,True,True,False,False
T80506.151,Opened,Historical Level 5 AE105>521 - Instruction 11,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2022-12-29,,True,True,False,False
T80506.150,Opened,Historical Level 5 AE105>520 - Hallway,"Install attic access door ",2022-12-29,2023-01-05,Quality Control,Fetzers' Inc.,,2022-12-29,,True,True,False,False
T80506.148,Opened,Historical Level 5 AE105>519 - Waiting,General cleaning needed,2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",,2022-12-29,,True,True,False,False
T80506.146,Opened,Historical Level 5 AE105>519 - Waiting,"General paint touchup - 5th floor ",2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",,2022-12-29,,True,True,False,False
T80354.32,Verified Complete (w/Photo),Annex Level 1 AE101>177 - Restroom,"Grout between tile and lockers ",2022-12-28,2023-01-04,Quality Control,"Global Stone and Tile, LLC",Tile,2023-01-05,,False,True,False,False
T80354.31,Verified Complete (w/Photo),Annex Level 1 AE101>177 - Restroom,"Floor tile stain with grout ",2022-12-28,2023-01-04,Quality Control,"Global Stone and Tile, LLC",Tile,2023-01-05,,False,True,False,False
T80354.30,Opened,Annex Level 1 AE101>177 - Restroom,"Door hardware incomplete ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-28,,True,True,False,False
T80344.89,Opened,Annex Level 1 AE101>159 - Instruction - Women,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,False,False,False
T80344.88,Opened,Annex Level 1 AE101>159 - Instruction - Women,"Missing door stop ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-28,,True,True,False,False
T80344.87,Opened,Annex Level 1 AE101>176 - Youth,"Caulk backsplash ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,True,False,False
T80344.86,Opened,Annex Level 1 AE101>176 - Youth,"Missing room tag ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",Westland -- Annex,2022-12-28,,True,True,False,False
T80354.29,Verified Complete (w/Photo),Annex Level 1 AE101,"Cover plate missing ",2022-12-28,2023-01-04,Field Report Task,US Mechanical,Plumbing,2023-01-05,,False,True,False,False
T80506.145,Opened,Annex Level 1 AE101>167 - Lockers,"Clean up caulk joint ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",,2022-12-28,,True,True,False,False
T80506.144,Opened,Annex Level 1 AE101>175 - Dressing,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80506.143,Opened,Annex Level 1 AE101>165 - Brides,"Drape on ground, pick up & install ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",,2022-12-28,,True,True,False,False
T80344.85,Opened,Annex Level 1 AE101>166 - Lockers,"Touch up door casing ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,True,False,False
T80354.28,Opened,Annex Level 1 AE101>164 - Restroom,"Door hardware missing ",2022-12-28,2023-01-04,Field Report Task,Fetzers' Inc.,"Finish Carpentry ",2022-12-28,,True,True,True,False
T80506.142,Opened,Annex Level 1 AE101>169 - Dressing,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80506.141,Opened,Annex Level 1 AE101>168 - Dressing,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80506.140,Opened,Annex Level 1 AE101>109 - Waiting,"Remove mark from ceiling ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",,2022-12-28,,True,True,False,False
T80506.139,Opened,Annex Level 1 AE101>143 - Hall,"Receptacle missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,,2022-12-28,,True,True,False,False
T80354.27,Opened,Annex Level 1 AE101,Adjust door,2022-12-28,2023-01-04,Quality Control,Otis Elevator,Elevators -- Otis,2022-12-28,,True,True,False,False
T80506.138,Opened,Annex Level 1 AE101>131 - Elev Lobby,"Receptacle missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,,2022-12-28,,True,True,False,False
T80506.137,Opened,Annex Level 1 AE101>131 - Elev Lobby,"Plate around elevator button needs to be changed to match nearby upper plate ",2022-12-28,2023-01-04,Quality Control,Otis Elevator,,2022-12-28,,True,True,False,False
T80344.84,Opened,Annex Level 1 AE101>114 - Family File,"Missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,Electrical,2022-12-28,,True,True,False,False
T80344.83,Opened,Annex Level 1 AE101>114 - Family File,"Missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,Electrical,2022-12-28,,True,True,False,False
T80354.26,Opened,Annex Level 1 AE101>113 - Administration,"Visible joint on bottom cabinet ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-28,,True,True,False,False
T80344.82,Opened,Annex Level 1 AE101>114 - Family File,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,True,False,False
T80354.25,Opened,Annex Level 1 AE101>113 - Administration,"Caulk between stone base and  bottom cabinets ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",Westland -- Annex,2022-12-28,,True,True,True,False
T80506.136,Opened,Annex Level 1 AE101>114 - Family File,"Receptacle missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,,2022-12-28,,True,True,False,False
T80506.135,Opened,Annex Level 1 AE101>114 - Family File,"Receptacle missing cover plate ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,,2022-12-28,,True,True,False,False
T80344.81,Opened,Annex Level 1 AE101>128 - Records Office,"Reset access panel ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,Electrical,2022-12-28,,True,True,False,False
T80506.134,Opened,Annex Level 1 AE101>128 - Records Office,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80506.133,Verified Complete (w/Photo),Annex Level 1 AE101>119 - Workroom,"Grommets need to be drilled & installed ",2022-12-28,2023-01-04,Quality Control,"Global Stone and Tile, LLC",,2023-01-05,,False,True,False,False
T80506.132,Verified Complete (w/Photo),Annex Level 1 AE101>113 - Administration,"Grommets need to be drilled & installed ",2022-12-28,2023-01-04,Quality Control,"Global Stone and Tile, LLC",,2023-01-05,,False,True,False,False
T80354.24,Opened,Annex Level 1 AE101>112 - President,Wood base visible gap,2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,True,False,False
T80344.80,Opened,Annex Level 1 AE101>112B - Closet,"Touch up scratches on cabinets ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-28,,True,True,False,False
T80506.131,Opened,Annex Level 1 AE101,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80344.79,Opened,Annex Level 1 AE101>112 - President,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,False,False,False
T80506.130,Verified Complete (w/Photo),Annex Level 1 AE101>112A - Restroom,"Remove tag from supply line ",2022-12-28,2023-01-04,Quality Control,US Mechanical,,2023-01-05,,False,True,False,False
T80344.78,Opened,Annex Level 1 AE101>112 - President,"Fix caulk joint ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,True,False,False
T80354.23,Opened,Annex Level 1 AE101>112 - President,Screws missing on door plate opener,2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-28,,True,True,False,False
T80344.77,Opened,Annex Level 1 AE101>112 - President,"Fix caulk joint ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,True,False,False
T80506.129,Opened,Annex Level 1 AE101>112A - Restroom,"Straighten switch ",2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,,2022-12-28,,True,True,False,False
T80354.22,Opened,Annex Level 1 AE101>117 - Office 1,"Screws missing on door plate opener ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-28,,True,True,True,False
T80506.128,Opened,Annex Level 1 AE101>118 - Records Office,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80506.127,Opened,Annex Level 1 AE101>119 - Workroom,"Stained finish on trim piece is lighter ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80344.76,Opened,Annex Level 1 AE101>119 - Workroom,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,True,False,False
T80506.126,Opened,Annex Level 1 AE101>119 - Workroom,"Cabinet doors need to be adjusted, doors aren’t level with each other ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80354.21,Opened,Annex Level 1 AE101>118 - Records Office,"Screw’s missing on door plate opener ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-28,,True,True,True,False
T80506.125,Opened,Annex Level 1 AE101>119 - Workroom,"Overspray on base of cabinet ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",,2022-12-28,,True,True,False,False
T80506.123,Opened,Annex Level 1 AE101>119 - Workroom,"Cabinet locks not installed ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80344.75,Opened,Annex Level 1 AE101>115 - Waiting,"Replace escutcheon ",2022-12-28,2023-01-04,Quality Control,Broken Arrow Construction Corporation,Fire Suppression,2022-12-28,,True,True,False,False
T80344.74,Opened,Annex Level 1 AE101>115 - Waiting,Clean fingerprints from can lights,2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,Electrical,2022-12-28,,True,False,False,False
T80506.122,Opened,Annex Level 1 AE101>120 - Matron Office,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80344.73,Opened,Annex Level 1 AE101>115 - Waiting,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,False,False,False
T80506.121,Opened,Annex Level 1 AE101>120A - Restroom,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80506.120,Verified Complete (w/Photo),Annex Level 1 AE101>120A - Restroom,"Cleanout cover plate missing, remove tags from supply lines ",2022-12-28,2023-01-04,Quality Control,US Mechanical,,2023-01-05,,False,True,False,False
T80354.20,Opened,Annex Level 1 AE101>115 - Waiting,"Touch up paint on door casing ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,True,False,False
T80344.72,Opened,Annex Level 1 AE101>120B - Closet,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,False,False,False
T80344.71,Opened,Annex Level 1 AE101>120A - Restroom,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,False,False,False
T80344.70,Opened,Annex Level 1 AE101>121 - Vest,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,False,False,False
T80506.119,Opened,Annex Level 1 AE101>120 - Matron Office,"Area near t-stat needs to be touched up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",,2022-12-28,,True,True,False,False
T80344.69,Opened,Annex Level 1 AE101>120 - Matron Office,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,False,False,False
T80344.68,Opened,Annex Level 1 AE101>122 - Office 2,"General paint touch up ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,False,False,False
T80506.118,Opened,Annex Level 1 AE101>122 - Office 2,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80344.67,Opened,Annex Level 1 AE101>122 - Office 2,Clean fingerprints from can lights,2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,Electrical,2022-12-28,,True,False,False,False
T80344.66,Opened,Annex Level 1 AE101>122 - Office 2,Clean fingerprints from can light,2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,Electrical,2022-12-28,,True,False,False,False
T80344.65,Opened,Annex Level 1 AE101>122 - Office 2,"Missing door stop ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-28,,True,True,False,False
T80506.117,Opened,Annex Level 1 AE101>122 - Office 2,Straighten data receptacle,2022-12-28,2023-01-04,Quality Control,Wilkinson Electric Inc,Electrical,2022-12-28,,True,True,False,False
T80506.116,Opened,Annex Level 1 AE101,"Straighten sign ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",,2022-12-28,,True,True,False,False
T80344.64,Opened,Annex Level 1 AE101>126A - Hall,"Caulk fire extinguisher box ",2022-12-28,2023-01-04,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-28,,True,True,False,False
T80506.115,Opened,Annex Level 1 AE101>126A - Hall,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80506.113,Opened,Annex Level 1 AE101>126A - Hall,"Missing screws on handle plates ",2022-12-28,2023-01-04,Quality Control,Fetzers' Inc.,,2022-12-28,,True,True,False,False
T80506.112,Opened,Annex Level 1 AE101>130 - Restroom,"Toilet accessories not installed ",2022-12-28,2023-01-04,Quality Control,"Westland Construction, Inc.",,2022-12-28,,True,True,False,False
